"","GAME_ID","Date","Team","Score","AtB","1B","2B","3B","Hr","RBI","SH","SF","HP","W","IW","SO","SB","CS","GDP","AFCI","LB","PU","IER","TER","WP","B","PO","A","E","PB","DP","TP"
"10413","NYN201106170",20110617,"ANA",4,33,10,3,0,0,3,1,0,0,3,2,6,0,1,3,0,6,4,3,3,0,0,27,11,2,0,0,0
"10562","NYN201106180",20110618,"ANA",1,32,5,1,0,1,1,0,0,0,0,0,5,0,0,1,0,4,4,6,6,0,0,24,12,1,0,3,0
"10713","NYN201106190",20110619,"ANA",7,35,11,0,1,2,7,2,0,1,1,0,8,0,0,2,0,5,3,3,3,0,0,27,9,0,0,1,0
"10942","NYN201106210",20110621,"OAK",7,33,10,1,0,0,6,0,1,0,9,0,3,2,0,3,0,9,4,2,2,0,0,27,6,1,0,0,0
"11103","NYN201106220",20110622,"OAK",2,46,8,1,0,1,2,1,0,0,2,0,16,2,0,1,0,8,6,3,3,0,0,38,13,1,0,0,0
"11202","NYN201106230",20110623,"OAK",1,30,5,1,0,0,1,1,1,1,1,0,7,2,0,0,0,6,3,2,2,0,0,24,9,2,0,1,0
"12232","NYN201107010",20110701,"NYA",5,35,11,4,0,0,5,3,0,0,5,1,10,0,0,1,0,11,7,1,1,0,0,27,15,0,0,1,0
"12382","NYN201107020",20110702,"NYA",5,32,8,2,1,2,5,1,1,0,3,0,9,1,0,1,0,5,3,2,2,1,0,27,9,0,0,1,0
"12542","NYN201107030",20110703,"NYA",2,37,8,3,2,0,2,1,1,0,4,2,4,1,0,0,0,11,6,2,2,0,0,29,17,2,0,2,0
"13802","NYN201107150",20110715,"PHI",7,35,7,2,0,1,7,0,0,0,4,1,6,0,0,0,0,5,5,2,2,1,0,27,8,0,0,1,0
"13952","NYN201107160",20110716,"PHI",2,35,7,0,0,0,1,0,0,0,2,0,9,0,0,1,0,8,4,11,11,0,0,24,7,0,0,0,0
"14113","NYN201107170",20110717,"PHI",8,36,11,0,0,1,8,1,1,0,5,0,5,1,0,1,0,8,4,5,5,0,0,27,15,0,0,2,0
"14242","NYN201107180",20110718,"FLO",4,32,7,1,0,0,4,1,0,0,2,0,6,2,0,0,0,4,5,1,1,0,0,27,13,1,0,2,0
"14372","NYN201107190",20110719,"SLN",2,30,5,0,0,1,2,0,0,1,2,0,4,0,0,2,0,4,5,4,4,0,0,24,5,0,0,0,0
"14522","NYN201107200",20110720,"SLN",5,36,11,2,0,0,5,2,1,1,3,1,8,0,0,2,0,8,4,6,6,0,0,28,13,0,0,1,0
"14652","NYN201107210",20110721,"SLN",6,35,7,2,0,1,4,0,0,0,2,0,9,1,0,0,0,4,2,2,2,0,0,27,15,0,0,2,0
"16162","NYN201108010",20110801,"FLO",7,39,11,0,1,1,7,0,2,0,3,1,10,3,0,2,0,7,4,3,3,0,0,30,11,0,0,0,0
"16272","NYN201108020",20110802,"FLO",4,34,7,1,0,2,3,0,0,1,3,0,8,1,1,0,0,7,5,3,3,1,0,27,7,0,0,1,0
"16682","NYN201108050",20110805,"ATL",4,33,8,2,1,0,4,1,1,0,2,0,6,0,0,1,0,6,3,1,1,0,0,27,13,1,0,0,0
"16832","NYN201108060",20110806,"ATL",7,40,13,1,1,1,7,0,0,0,3,0,11,1,1,0,0,9,5,11,11,0,0,24,2,0,0,0,0
"16982","NYN201108070",20110807,"ATL",6,37,10,0,0,3,6,1,0,2,7,0,8,1,0,0,0,14,4,5,5,0,0,27,4,1,0,1,0
"17122","NYN201108080",20110808,"SDN",8,34,12,3,0,0,8,1,1,1,4,1,5,3,0,2,0,6,3,9,9,2,0,25,8,0,0,0,0
"17232","NYN201108090",20110809,"SDN",4,37,12,4,0,0,4,0,0,0,1,0,5,0,1,1,0,7,4,5,5,0,0,24,7,0,0,0,0
"17382","NYN201108100",20110810,"SDN",9,37,12,3,1,0,8,0,3,0,3,0,4,3,0,0,0,7,5,4,4,0,0,27,12,1,0,2,0
"17513","NYN201108110",20110811,"SDN",3,34,8,2,0,1,2,1,0,0,3,2,7,4,0,2,0,8,5,2,2,0,0,27,11,1,0,0,0
"18562","NYN201108190",20110819,"MIL",6,36,11,3,0,0,5,1,0,0,6,3,6,2,0,2,0,10,3,1,1,0,0,27,12,0,0,1,0
"18712","NYN201108200",20110820,"MIL",11,36,8,0,0,3,11,0,0,0,7,0,9,0,0,0,0,5,4,9,9,0,0,27,11,0,0,0,0
"18862","NYN201108210",20110821,"MIL",6,37,11,2,0,1,6,2,0,1,2,1,6,2,0,0,0,9,3,2,2,0,0,27,11,0,0,1,0
"19532","NYN201108260",20110826,"ATL",0,28,2,1,0,0,0,0,0,0,0,0,13,0,0,1,0,1,4,6,6,0,0,24,10,0,0,1,0
"19942","NYN201108291",20110829,"FLO",1,34,8,1,0,1,1,0,0,0,1,0,9,0,1,0,0,7,2,2,2,0,0,24,9,0,0,0,0
"19952","NYN201108292",20110829,"FLO",1,34,7,1,0,1,1,1,0,1,3,0,11,0,0,0,0,11,3,5,5,1,0,24,9,1,0,0,0
"20092","NYN201108300",20110830,"FLO",6,39,11,1,0,1,6,0,0,0,5,1,6,1,0,0,0,11,4,0,0,0,0,27,6,0,0,0,0
"20242","NYN201108310",20110831,"FLO",2,35,9,4,0,0,2,1,0,0,3,1,6,0,0,0,0,10,3,2,2,0,0,24,16,1,0,1,0
"20362","NYN201109010",20110901,"FLO",5,33,10,3,0,0,5,1,1,0,4,0,4,2,0,2,0,7,4,5,5,0,0,24,10,3,1,1,0
"21362","NYN201109081",20110908,"ATL",6,38,11,3,0,1,6,0,0,1,3,0,8,0,0,0,0,9,5,5,5,0,0,27,8,1,0,1,0
"21372","NYN201109082",20110908,"ATL",5,33,7,3,1,1,5,2,1,1,3,1,7,1,0,0,0,8,4,1,1,0,0,27,6,0,0,0,0
"21462","NYN201109090",20110909,"CHN",4,33,8,1,1,1,4,0,0,1,5,0,4,1,0,0,0,8,4,5,5,1,0,26,11,1,0,0,0
"21612","NYN201109100",20110910,"CHN",5,38,9,4,0,0,4,1,0,0,1,0,9,0,1,0,0,8,3,4,4,0,0,27,15,0,0,1,0
"21762","NYN201109110",20110911,"CHN",10,44,14,5,2,0,10,1,1,2,7,0,5,1,0,2,0,12,6,5,5,1,0,33,9,2,0,1,0
"21922","NYN201109120",20110912,"WAS",3,36,10,1,0,0,3,1,0,0,0,0,8,0,0,0,0,7,4,2,2,0,0,27,9,0,0,0,0
"22042","NYN201109130",20110913,"WAS",3,37,11,2,0,0,3,0,0,0,2,0,9,0,1,0,0,9,7,2,2,1,0,27,13,1,0,1,0
"22192","NYN201109140",20110914,"WAS",2,32,6,0,0,0,2,0,0,0,3,0,8,1,0,1,0,6,4,0,0,1,0,27,4,0,0,0,0
"22322","NYN201109150",20110915,"WAS",10,39,14,4,0,0,9,1,2,1,5,1,5,0,0,1,0,11,6,1,1,1,0,27,12,0,1,2,0
"23542","NYN201109241",20110924,"PHI",1,29,5,1,0,0,1,2,0,0,3,1,6,0,0,1,0,6,2,2,2,0,0,24,7,0,0,1,0
"23552","NYN201109242",20110924,"PHI",3,34,10,3,0,0,3,0,0,0,3,0,3,0,1,2,0,7,6,2,1,0,0,24,11,1,0,0,0
"23713","NYN201109250",20110925,"PHI",9,43,19,2,1,1,9,1,1,1,4,1,6,1,0,0,0,14,4,4,4,1,0,27,10,0,0,1,0
"23892","NYN201109260",20110926,"CIN",6,36,10,3,0,1,6,2,1,0,2,1,8,2,0,0,0,8,6,5,5,1,0,27,11,0,0,1,0
"24042","NYN201109270",20110927,"CIN",5,51,15,3,2,2,5,1,0,1,4,2,16,0,1,1,0,13,6,4,4,0,1,39,18,1,0,2,0
"24192","NYN201109280",20110928,"CIN",0,29,2,1,0,0,0,0,0,0,2,0,5,0,0,0,0,4,2,3,3,0,0,24,11,0,0,0,0
"13103","OAK201104010",20110401,"SEA",6,36,8,1,0,1,5,1,0,0,7,0,14,3,1,1,0,11,1,2,2,0,0,27,14,0,0,2,0
"2813","OAK201104020",20110402,"SEA",5,34,11,2,0,0,4,1,2,0,2,1,5,2,1,0,0,7,4,2,2,0,0,27,11,0,0,0,0
"4212","OAK201104030",20110403,"SEA",1,30,6,2,0,1,1,1,0,0,5,0,7,1,0,1,0,8,4,6,6,0,0,24,7,1,0,1,0
"18013","OAK201104140",20110414,"DET",3,29,4,1,0,0,2,1,1,0,11,1,7,0,0,0,0,12,3,0,0,0,0,27,9,0,0,1,0
"19412","OAK201104150",20110415,"DET",8,40,10,2,0,1,6,1,0,0,4,2,9,0,0,1,0,7,5,4,4,0,0,30,13,0,0,3,0
"20812","OAK201104160",20110416,"DET",2,32,6,2,0,0,1,0,0,0,6,0,5,0,1,1,0,9,3,5,5,0,1,24,5,1,0,0,0
"22413","OAK201104170",20110417,"DET",1,32,5,0,0,1,1,0,0,0,0,0,11,0,0,1,0,4,4,5,5,0,0,24,10,0,0,0,0
"2452","OAK201104190",20110419,"BOS",0,30,5,0,0,0,0,0,0,0,2,0,8,0,2,1,0,5,4,5,5,0,0,24,6,1,1,0,0
"2622","OAK201104200",20110420,"BOS",5,35,10,0,0,3,5,0,0,0,1,0,12,0,1,2,0,4,4,3,3,0,0,27,5,0,0,0,0
"3812","OAK201104290",20110429,"TEX",1,36,11,0,0,0,1,0,0,0,4,0,6,0,0,1,0,12,2,2,2,0,0,24,8,2,0,1,0
"3962","OAK201104300",20110430,"TEX",11,40,14,3,0,3,11,0,0,1,5,0,5,1,1,1,0,8,2,2,2,0,0,27,6,0,0,0,0
"4113","OAK201105010",20110501,"TEX",2,34,8,2,0,0,2,0,0,1,3,0,9,0,0,1,0,9,4,5,5,1,0,24,14,3,0,2,0
"4213","OAK201105020",20110502,"TEX",4,34,8,2,0,0,4,2,2,0,6,0,7,0,0,1,0,10,4,4,4,0,0,27,18,1,0,1,0
"4332","OAK201105030",20110503,"CLE",4,36,12,0,0,0,4,0,0,1,3,0,5,0,1,1,0,9,2,1,1,0,0,27,10,0,0,1,0
"4492","OAK201105040",20110504,"CLE",1,34,7,1,0,0,1,0,0,0,4,0,7,0,0,0,0,10,2,2,2,0,0,24,11,1,0,0,0
"4613","OAK201105050",20110505,"CLE",4,45,11,0,1,0,4,0,0,0,1,0,7,0,1,0,0,6,7,3,3,0,0,36,13,1,0,1,0
"5652","OAK201105130",20110513,"CHA",4,29,5,1,0,0,3,0,1,0,2,0,10,0,0,1,0,1,4,3,3,1,0,27,7,0,0,1,0
"5792","OAK201105140",20110514,"CHA",2,32,7,2,0,1,2,0,0,0,1,0,8,0,0,1,0,4,3,5,5,1,0,24,7,1,0,0,0
"5912","OAK201105150",20110515,"CHA",4,31,11,1,0,1,3,2,1,0,2,0,4,0,0,3,0,5,4,3,3,0,0,27,9,0,0,2,0
"6062","OAK201105160",20110516,"ANA",4,37,8,1,0,0,4,0,1,0,5,0,12,0,0,0,0,9,4,5,5,1,0,28,10,1,0,1,0
"6172","OAK201105170",20110517,"ANA",0,28,2,0,0,0,0,0,0,0,1,0,8,0,0,0,0,2,5,12,12,1,0,24,13,1,0,0,0
"6322","OAK201105180",20110518,"MIN",4,38,10,2,0,0,4,0,1,0,0,0,3,0,0,2,0,5,4,1,1,0,0,30,10,1,0,2,0
"6472","OAK201105190",20110519,"MIN",11,42,16,2,0,3,11,0,0,0,3,0,6,0,0,1,0,7,3,1,1,0,0,27,16,3,0,1,0
"7532","OAK201105270",20110527,"BAL",2,29,6,0,0,0,1,0,0,1,5,0,9,0,0,4,0,6,3,5,5,1,0,24,5,2,0,1,0
"7672","OAK201105280",20110528,"BAL",2,31,6,0,0,0,2,0,0,1,7,0,4,0,1,2,0,10,4,3,3,0,0,24,5,2,0,0,0
"7832","OAK201105290",20110529,"BAL",4,33,7,1,0,0,4,1,0,0,3,0,2,1,0,1,0,6,3,6,6,0,0,24,10,0,0,1,0
"7992","OAK201105300",20110530,"NYA",5,30,7,2,1,1,5,0,2,0,5,0,5,4,0,0,0,5,1,0,0,0,0,27,9,0,0,1,0
"8142","OAK201105310",20110531,"NYA",10,38,12,0,0,2,9,0,0,2,4,1,7,4,1,0,0,7,3,3,3,0,0,27,13,1,0,2,0
"8292","OAK201106010",20110601,"NYA",4,33,6,2,0,1,4,0,0,1,4,0,5,1,0,0,0,7,3,2,2,0,0,27,12,0,0,2,0
"10032","OAK201106140",20110614,"KCA",7,34,10,2,0,0,7,3,1,0,9,0,2,3,1,0,0,13,4,3,3,1,0,27,9,2,0,2,0
"10192","OAK201106150",20110615,"KCA",1,31,7,1,0,0,1,0,0,0,2,0,3,1,1,2,0,5,2,2,2,0,0,24,14,0,0,2,0
"10322","OAK201106160",20110616,"KCA",4,37,9,5,0,0,4,0,0,0,3,0,16,3,0,0,0,9,3,7,7,0,1,24,7,0,1,0,0
"10472","OAK201106170",20110617,"SFN",2,33,6,2,0,1,1,0,0,0,0,0,5,0,0,0,0,4,3,4,4,0,0,24,12,2,0,0,0
"10622","OAK201106180",20110618,"SFN",2,34,7,1,0,0,1,0,1,0,4,0,8,0,0,1,0,10,3,4,4,2,0,24,6,0,0,0,0
"10772","OAK201106190",20110619,"SFN",1,31,5,1,0,0,1,0,0,0,1,0,8,0,0,0,0,4,2,2,2,0,0,24,5,1,0,1,0
"11902","OAK201106280",20110628,"FLO",0,28,1,0,0,0,0,0,0,0,3,0,12,0,0,1,0,4,3,0,0,0,0,24,1,2,0,0,0
"12052","OAK201106290",20110629,"FLO",3,32,5,1,0,2,3,1,0,0,3,0,13,2,0,0,0,6,1,0,0,0,0,27,9,0,0,1,0
"12162","OAK201106300",20110630,"FLO",5,35,10,3,0,0,4,1,0,0,3,0,6,1,0,1,0,7,3,3,3,0,0,27,16,1,0,3,0
"12282","OAK201107010",20110701,"ARI",4,32,6,1,0,2,4,0,0,0,1,0,10,0,1,0,0,2,5,5,5,0,0,24,8,0,0,1,0
"12442","OAK201107020",20110702,"ARI",4,33,8,1,0,1,4,0,0,0,4,0,7,0,1,1,0,6,3,2,2,0,1,27,11,0,0,2,0
"12592","OAK201107030",20110703,"ARI",2,33,7,3,0,0,2,0,0,0,5,0,8,0,0,0,0,9,3,7,7,1,0,24,4,0,0,0,0
"12772","OAK201107040",20110704,"SEA",2,31,6,1,0,1,2,0,0,0,3,0,8,0,0,1,0,5,4,1,1,0,0,27,7,0,0,1,0
"12922","OAK201107050",20110705,"SEA",4,36,8,2,0,1,3,0,1,0,3,1,10,3,0,1,0,6,3,2,2,0,0,30,14,0,0,1,0
"13072","OAK201107060",20110706,"SEA",0,29,2,0,0,0,0,0,0,0,1,0,5,0,0,0,0,3,1,2,2,0,1,24,8,3,0,0,0
"13852","OAK201107150",20110715,"ANA",3,34,8,3,0,0,3,0,0,0,4,0,10,1,0,1,0,8,3,5,5,1,0,24,12,0,0,1,0
"14002","OAK201107161",20110716,"ANA",4,33,6,1,0,1,4,0,0,0,8,0,9,2,1,0,0,10,3,2,2,2,0,27,9,0,0,0,0
"14013","OAK201107162",20110716,"ANA",3,35,5,1,0,2,3,0,0,0,2,0,12,1,0,0,0,4,3,3,3,1,0,29,13,2,0,1,0
"14162","OAK201107170",20110717,"ANA",1,33,6,1,0,0,1,0,0,0,3,0,10,0,0,2,0,8,5,8,8,0,0,24,9,1,0,2,0
"15232","OAK201107250",20110725,"TBA",5,36,11,4,1,2,5,0,0,0,5,0,6,2,0,1,0,9,5,7,7,0,0,24,6,0,0,0,0
"15372","OAK201107260",20110726,"TBA",1,33,7,2,0,1,1,1,0,0,2,0,4,2,0,1,0,8,2,6,6,0,0,24,9,0,0,1,0
"15522","OAK201107270",20110727,"TBA",4,35,8,0,0,1,4,0,0,0,4,0,9,0,0,1,0,8,3,13,13,0,0,24,7,1,0,1,0
"15642","OAK201107280",20110728,"TBA",10,33,10,0,0,3,9,0,0,0,6,0,8,2,2,0,0,2,4,8,8,1,0,27,5,0,0,0,0
"15792","OAK201107290",20110729,"MIN",9,39,12,2,0,1,8,0,0,1,7,1,9,2,0,1,0,11,4,5,5,0,0,27,12,0,0,2,0
"15952","OAK201107300",20110730,"MIN",3,34,8,1,0,0,3,0,0,0,1,0,4,1,0,1,0,5,3,6,6,0,0,24,4,1,1,1,0
"16102","OAK201107310",20110731,"MIN",3,37,11,0,1,1,3,0,0,0,2,0,14,0,0,1,0,9,4,7,7,0,0,24,7,0,0,2,0
"17702","OAK201108120",20110812,"TEX",9,38,11,2,1,0,8,0,0,0,2,0,2,0,0,1,0,4,4,1,1,0,0,27,4,0,0,0,0
"17852","OAK201108130",20110813,"TEX",7,37,11,4,0,0,6,0,0,0,1,0,5,0,1,1,0,4,5,1,1,0,0,27,5,0,0,0,0
"17972","OAK201108140",20110814,"TEX",7,36,9,2,0,0,4,0,1,1,8,0,8,2,0,0,0,12,5,4,4,0,1,27,4,2,0,0,0
"18092","OAK201108150",20110815,"BAL",6,33,7,1,0,2,6,0,0,0,4,0,6,0,1,0,0,4,3,2,2,0,0,27,7,0,0,1,0
"18252","OAK201108160",20110816,"BAL",4,35,8,3,0,0,4,0,0,0,1,0,9,0,0,1,0,5,3,8,8,0,0,24,9,0,0,3,0
"18402","OAK201108170",20110817,"BAL",5,35,12,4,0,1,5,0,1,0,3,0,7,0,1,1,0,7,4,5,5,0,0,24,7,1,0,1,0
"18513","OAK201108180",20110818,"TOR",7,37,11,3,0,1,7,0,0,0,3,0,7,0,0,2,0,6,1,0,0,0,0,27,9,1,0,0,0
"18652","OAK201108190",20110819,"TOR",0,30,3,0,0,0,0,0,0,0,5,0,13,1,0,1,0,8,2,2,2,0,0,24,11,0,0,1,0
"18802","OAK201108200",20110820,"TOR",1,30,4,0,0,0,1,1,0,1,1,0,9,1,0,0,0,5,3,4,4,1,0,24,7,1,1,1,0
"18952","OAK201108210",20110821,"TOR",1,30,4,1,1,1,1,0,0,0,1,0,7,0,1,0,0,3,2,0,0,0,0,27,9,0,0,1,0
"20572","OAK201109020",20110902,"SEA",2,33,6,1,0,0,2,0,0,0,1,0,9,0,0,0,0,5,4,8,8,1,0,24,6,1,0,1,0
"20722","OAK201109030",20110903,"SEA",0,31,3,0,0,0,0,0,0,0,0,0,10,1,0,0,0,4,3,3,3,0,0,24,5,0,0,0,0
"20872","OAK201109040",20110904,"SEA",5,39,13,3,0,1,5,0,0,1,2,0,9,1,0,1,0,10,3,8,8,2,0,24,4,0,0,0,0
"21022","OAK201109050",20110905,"KCA",11,40,15,3,0,2,11,0,0,0,2,0,14,2,1,0,0,4,4,6,6,2,0,27,10,0,0,1,0
"21172","OAK201109060",20110906,"KCA",7,40,12,1,0,2,7,0,0,0,3,0,8,2,0,0,0,9,3,4,4,0,0,27,9,0,0,0,0
"21313","OAK201109070",20110907,"KCA",0,30,2,0,0,0,0,0,0,0,1,0,4,0,0,0,0,4,3,6,6,1,0,24,8,1,0,0,0
"21972","OAK201109120",20110912,"ANA",3,35,8,1,1,2,3,0,0,0,1,0,11,0,0,0,0,6,4,6,6,0,0,24,12,0,0,1,0
"22113","OAK201109130",20110913,"ANA",6,35,9,2,0,2,5,2,0,0,5,0,4,3,0,0,0,9,5,3,3,0,0,27,16,1,0,4,0
"22262","OAK201109140",20110914,"ANA",4,34,8,1,0,1,3,0,0,2,2,0,3,1,0,1,0,7,3,1,1,0,0,27,3,0,0,0,0
"22372","OAK201109150",20110915,"DET",1,32,5,1,0,1,1,0,0,0,2,0,9,0,0,0,0,6,3,5,5,0,0,24,5,1,0,2,0
"22512","OAK201109160",20110916,"DET",3,33,9,1,2,1,3,1,0,1,4,1,7,0,0,1,0,9,2,1,1,0,0,27,9,0,0,0,0
"22662","OAK201109170",20110917,"DET",3,34,11,1,0,0,3,0,1,0,2,0,7,0,0,2,0,7,3,5,5,0,0,24,8,1,0,1,0
"22813","OAK201109180",20110918,"DET",3,32,5,2,0,1,3,1,0,0,4,1,8,0,0,0,0,7,2,0,0,0,0,27,8,0,0,1,0
"23102","OAK201109200",20110920,"TEX",7,40,14,3,0,1,6,0,0,0,4,0,7,0,0,1,0,10,3,2,2,0,0,27,8,0,0,1,0
"23262","OAK201109210",20110921,"TEX",3,36,11,0,0,2,2,0,0,0,0,0,2,2,0,3,0,6,4,2,2,0,0,27,11,1,0,2,0
"23362","OAK201109220",20110922,"TEX",3,34,10,2,0,0,3,0,1,0,1,0,2,1,1,0,0,6,4,4,4,0,0,24,7,0,0,1,0
"10103","PHI201104010",20110401,"HOU",4,35,9,1,1,0,4,1,1,0,1,1,8,1,0,0,0,7,3,4,4,0,0,25,12,0,1,1,0
"22103","PHI201104020",20110402,"HOU",4,36,8,0,1,1,4,0,0,1,0,0,14,0,0,0,0,6,5,9,9,0,0,24,9,1,0,0,0
"3613","PHI201104030",20110403,"HOU",3,33,7,2,0,1,2,0,0,1,2,0,6,0,0,1,0,6,6,7,7,0,0,24,14,0,0,0,0
"5713","PHI201104050",20110405,"NYN",7,39,13,1,0,0,6,0,0,1,4,0,7,3,0,1,0,10,4,1,1,0,0,27,6,0,0,1,0
"7112","PHI201104060",20110406,"NYN",7,37,12,2,0,1,7,0,0,1,3,0,10,1,0,2,0,7,5,9,9,0,0,24,11,1,0,1,0
"8312","PHI201104070",20110407,"NYN",0,32,7,1,0,0,0,0,0,0,2,0,7,1,0,2,0,7,4,9,9,1,0,24,13,2,0,2,0
"18713","PHI201104150",20110415,"FLO",4,33,7,2,0,1,4,0,0,0,2,0,7,0,0,1,0,4,6,3,3,0,0,27,5,0,0,0,0
"21613","PHI201104170",20110417,"FLO",2,32,8,2,0,0,2,1,1,0,4,0,9,3,0,2,0,9,2,2,2,0,0,24,12,2,0,1,0
"23012","PHI201104180",20110418,"MIL",6,41,11,2,0,0,6,3,2,1,6,3,6,1,0,2,0,11,7,1,1,0,0,36,14,2,0,1,0
"24212","PHI201104190",20110419,"MIL",9,39,13,1,0,2,9,0,0,0,5,0,4,0,1,0,0,8,4,0,0,0,0,27,9,0,0,0,0
"2572","PHI201104200",20110420,"MIL",3,37,10,1,0,1,3,0,0,0,2,0,5,0,0,0,0,9,4,4,4,0,0,24,11,0,0,1,0
"3742","PHI201104290",20110429,"NYN",3,31,4,0,0,2,3,0,0,0,6,0,7,0,0,2,0,7,4,10,10,1,0,24,5,0,1,0,0
"3892","PHI201104300",20110430,"NYN",1,32,7,0,0,0,1,0,0,0,1,0,8,0,0,2,0,5,4,2,2,0,0,24,12,0,0,1,0
"4042","PHI201105010",20110501,"NYN",2,55,14,4,0,0,2,1,0,0,7,3,10,4,0,0,0,19,6,1,1,1,0,42,13,0,0,0,0
"4262","PHI201105030",20110503,"WAS",1,30,5,1,0,1,1,0,0,0,1,0,6,1,0,2,0,3,4,4,4,0,0,24,12,0,0,3,0
"4422","PHI201105040",20110504,"WAS",4,36,9,2,0,1,4,0,0,1,1,0,11,0,0,0,0,7,4,6,6,0,0,24,11,1,0,1,0
"4562","PHI201105050",20110505,"WAS",3,33,8,2,0,0,3,0,2,0,0,0,12,1,0,0,0,5,5,7,7,1,0,24,4,0,0,0,0
"4672","PHI201105060",20110506,"ATL",5,38,12,4,0,0,5,0,0,0,1,0,18,1,0,0,0,7,4,0,0,0,0,27,11,0,0,0,0
"4822","PHI201105070",20110507,"ATL",0,31,5,2,0,0,0,0,0,0,3,0,4,0,0,1,0,7,4,3,3,0,0,24,8,0,0,0,0
"4972","PHI201105080",20110508,"ATL",5,31,8,0,0,3,5,1,0,0,5,0,9,0,1,2,0,5,4,2,2,0,0,27,11,0,0,2,0
"6252","PHI201105180",20110518,"COL",1,30,6,3,0,0,1,1,0,0,2,1,11,0,1,0,0,5,1,1,1,1,0,24,11,0,1,1,0
"6402","PHI201105190",20110519,"COL",7,42,15,3,0,3,7,0,0,1,1,0,10,0,0,0,0,10,3,1,1,1,0,27,12,0,0,1,0
"6532","PHI201105200",20110520,"TEX",2,31,7,2,0,0,1,1,0,0,1,0,8,2,1,1,0,4,2,3,3,0,0,24,9,0,0,0,0
"6682","PHI201105210",20110521,"TEX",0,31,6,0,0,0,0,0,0,0,2,0,10,1,1,1,0,6,3,2,2,0,0,24,13,0,0,2,0
"6832","PHI201105220",20110522,"TEX",2,33,9,3,0,0,2,1,0,3,2,1,4,1,0,2,0,10,2,0,0,2,0,27,8,1,0,1,0
"6972","PHI201105230",20110523,"CIN",3,32,5,0,0,1,3,0,0,1,2,0,7,0,0,0,0,5,4,10,10,0,0,24,9,0,0,0,0
"7103","PHI201105240",20110524,"CIN",6,36,10,4,0,0,6,1,0,0,5,2,6,0,0,0,0,9,4,3,3,0,0,27,14,0,0,0,0
"7252","PHI201105250",20110525,"CIN",4,70,15,1,0,1,4,1,0,2,5,1,16,3,0,0,0,17,7,5,5,1,0,56,22,1,0,0,0
"7372","PHI201105260",20110526,"CIN",4,36,10,2,0,1,4,0,0,0,1,0,9,0,0,1,0,6,3,10,10,0,0,24,9,0,0,0,0
"8872","PHI201106060",20110606,"LAN",1,35,9,0,0,0,1,0,0,0,1,0,13,0,0,1,0,8,3,3,3,0,0,24,6,0,0,0,0
"9002","PHI201106070",20110607,"LAN",6,32,10,2,0,1,5,1,0,0,4,0,3,1,1,2,0,4,5,2,2,0,0,27,11,0,0,0,0
"9152","PHI201106080",20110608,"LAN",0,33,7,1,0,0,0,0,0,0,0,0,9,0,0,1,0,6,4,2,2,2,0,24,5,0,0,0,0
"9302","PHI201106090",20110609,"CHN",4,44,11,4,0,1,3,0,0,1,3,1,8,2,0,0,0,11,6,3,3,0,1,33,8,1,0,0,0
"9432","PHI201106100",20110610,"CHN",5,36,10,1,1,0,5,0,0,0,4,0,12,0,0,0,0,8,3,7,7,0,0,24,11,1,0,1,0
"9582","PHI201106110",20110611,"CHN",1,30,4,0,0,0,1,0,0,0,2,0,7,0,0,0,0,4,3,6,6,0,0,24,10,2,0,0,0
"9732","PHI201106120",20110612,"CHN",3,34,6,1,0,1,3,0,0,0,2,0,8,0,0,0,0,6,5,4,4,0,0,24,8,0,0,0,0
"9992","PHI201106140",20110614,"FLO",1,34,6,0,0,0,1,0,0,0,1,0,8,0,0,0,0,7,3,9,9,0,0,24,9,0,0,0,0
"10132","PHI201106151",20110615,"FLO",1,33,6,0,0,1,1,0,0,0,1,0,6,0,0,1,0,6,4,8,8,0,0,24,5,0,0,0,0
"10142","PHI201106152",20110615,"FLO",4,35,6,3,0,1,4,1,0,2,3,1,9,0,0,0,0,7,4,5,5,0,0,29,9,1,0,0,0
"10272","PHI201106160",20110616,"FLO",0,27,2,0,0,0,0,0,0,0,2,0,4,0,1,1,0,2,3,3,3,0,0,24,11,0,0,1,0
"11292","PHI201106240",20110624,"OAK",0,28,2,1,0,0,0,1,0,0,5,0,7,0,0,0,0,7,3,1,1,0,0,26,6,0,0,0,0
"11442","PHI201106250",20110625,"OAK",4,35,10,1,0,1,4,0,1,1,3,0,7,1,1,1,0,9,2,1,1,1,0,27,13,0,0,1,0
"11592","PHI201106260",20110626,"OAK",1,33,8,3,0,0,1,0,0,0,0,0,4,0,0,2,0,5,2,3,3,0,0,24,11,0,1,1,0
"11832","PHI201106280",20110628,"BOS",0,27,2,1,0,0,0,0,0,0,2,0,5,0,0,2,0,2,3,5,5,0,0,24,4,1,0,0,0
"11982","PHI201106290",20110629,"BOS",1,31,5,1,0,0,1,0,0,0,2,0,5,0,0,1,0,5,2,2,2,0,0,24,10,0,0,2,0
"12122","PHI201106300",20110630,"BOS",5,39,13,0,1,3,5,0,0,0,1,0,7,0,0,1,0,8,4,2,2,0,0,27,11,0,0,0,0
"13262","PHI201107080",20110708,"ATL",2,36,6,1,1,0,2,0,0,0,0,0,12,0,0,0,0,4,6,3,3,0,1,28,7,0,0,0,0
"13402","PHI201107090",20110709,"ATL",4,37,5,0,0,2,4,1,0,0,3,0,14,0,0,0,0,4,5,1,1,0,0,33,10,0,0,0,0
